home,dir_name,author,year,title
.,P9PZL3UZ,Teale et al.,2013,Predicting Patient-Reported Stroke Outcomes A Val
.,XL3ZNTL2,Thomas et al.,2013,An Entropic Mechanism Of Generating Selective Ion 
.,AADCLEL8,Thyagarajan et al.,2013,A Study Of Fundamental Limitations To Statistical 
.,Q32K2JHX,Tindall et al.,2013,Addressing The Contribution Of Previously Describe
.,PSBAV6QK,Tingay et al.,2013,The Murchison Widefield Array Solar Science With 
.,WMTWHENV,Tingay et al.,2013,The Murchison Widefield Array The Square Kilometr
.,948ETQD3,Tingay et al.,2013,On The Detection And Tracking Of Space Debris Usin
.,H4ZR5QJ6,Tobin et al.,2013,Improving The Degree-Day Method For Sub-Daily Melt
.,T29HNXNI,Todorova et al.,2013,Janus Cyclic Peptides A New Approach To Amyloid
.,3TTVT5KM,Todorova et al.,2013,Dimensionality Of Carbon Nanomaterials Determines 
.,NGKS9I24,Toulouse et al.,2013,Assessment Of Range-Separated Time-Dependent Densi
.,YEIAQQMC,Trevitt et al.,2013,Product Branching Fractions Of The Ch + Propene Re
.,U9JIKKM9,Trewartha et al.,2013,Quark Propagation In The Instantons Of Lattice Qcd
.,EXZAGP8H,Trott et al.,2013,A Framework For Interpreting Fast Radio Transients
.,R68XLFI3,Trott et al.,2013,Prospects For The Detection Of Fast Radio Bursts W
.,QN4VUY3E,Trudinger et al.,2013,How Well Do Different Tracers Constrain The Firn D
.,PLLWFE27,Tsuchiya and van Boxtel,2013,Introduction To Research Topic Attention And Cons
.,UUC4FU8V,van Dijk et al.,2013,The Millennium Drought In Southeast Australia (200
.,WW6IQ6KN,van Dijk et al.,2013,Global Analysis Of Seasonal Streamflow Predictabil
.,854G6CW4,van Sebille et al.,2013,Abyssal Connections Of Antarctic Bottom Water In A
.,XJBKED8S,Varshney et al.,2013,Draft Genome Sequence Of Chickpea (Cicer Arietinum
.,PI9DNP6T,Verdolini et al.,2013,Line Emission From Radiation-Pressurized H Ii Regi
.,Y9TTR6IA,Visendi et al.,2013,Next Generation Characterisation Of Cereal Genomes
.,ZKY7A5Q8,Wallace et al.,2013,Microscopic Evidence For Liquid-Liquid Separation 
.,X9M5YEAR,Wallace et al.,2013,Evaluation Of Forest Interception Estimation In Th
.,EYS2E6RJ,Wang et al.,2013,Regime Transitions Of Granular Flow In A Shear Cel
.,IHTJIYWB,Wang et al.,2013,High-Precision Monte Carlo Study Of Directed Perco
.,AFT3FRW9,Wang et al.,2013,Bond And Site Percolation In Three Dimensions
.,FPUXH6YV,Ward et al.,2013,Negative Ion Resonance Measurements In The Autoion
.,A4NYM39Y,Weijs et al.,2013,Could Electrical Conductivity Replace Water Level 
.,HG4FJ4PA,Weijs et al.,2013,Hydrozip How Hydrological Knowledge Can Be Used T
.,XBLHVTJT,Weijs et al.,2013,Data Compression To Define Information Content Of 
.,7CK2BJVV,West and Heger,2013,Metallicity-Dependent Galactic Isotopic Decomposit
.,Z9QTRI85,West et al.,2013,The Impact Of Helium-Burning Reaction Rates On Mas
.,TTJ8XK6Y,Westra et al.,2013,A Conditional Disaggregation Algorithm For Generat
.,453GX8NN,Whalen et al.,2013,Finding The First Cosmic Explosions. I. Pair-Insta
.,EF9DNVXN,Whalen et al.,2013,Supermassive Population Iii Supernovae And The Bir
.,94J6CD86,Whalen et al.,2013,The Biggest Explosions In The Universe. Ii.
.,NBV76BNM,Whalen et al.,2013,The Supernova That Destroyed A Protogalaxy Prompt
.,NKZDN9HS,Williams et al.,2013,Beyond Point Measurements Sea Ice Floes Character
.,9B3ZTIBT,Wong et al.,2013,Echidna Venom Gland Transcriptome Provides Insight
.,WU3BIZZ6,Xiong et al.,2013,Control Of Surface Wettability Via Strain Engineer
.,3D8UICRV,Yang et al.,2013,A Factor Graph Approach To Exploiting Cyclic Prefi
.,JTU34NPS,Yeh et al.,2013,Line Emission From Radiation-Pressurized H Ii Regi
.,URHSG6KG,Yoon et al.,2013,Fast Chargedischarge Of Li Metal Batteries Using 
.,6MQE9MJ4,Yoon et al.,2013,Lithium Electrochemistry And Cycling Behaviour Of 
.,R62LBF9I,Yu et al.,2013,The Influence Of Secondary Structure On Electron T
.,UEKSDG7L,Zammit et al.,2013,Convergent-Close-Coupling Formalism For Positron S
.,SQ3PP394,Zhang et al.,2013,A Comparative Study Of Macroscopic Fundamental Dia
.,WPF66T3H,Zhang et al.,2013,On The Variation Of Regional Co 2 Excha
.,GNWK9DXQ,Zhang et al.,2013,Importance Of Dispersion In Density Functional Cal
.,3KQ44PFL,Zika et al.,2013,Vertical Heat Transport By Ocean Circulation And T
.,WKSGK2PN,Aartsen et al.,2014,Multimessenger Search For Sources Of Gravitational
.,3SHDZ4AX,Aasi et al.,2014,Application Of A Hough Search For Continuous Gravi
.,BI2PIF6P,Aasi et al.,2014,Methods And Results Of A Search For Gravitational 
.,THUTPVKC,Aasi et al.,2014,First Searches For Optical Counterparts To Gravita
.,IMXT273M,Aasi et al.,2014,Constraints On Cosmic Strings From The Ligo-Virgo 
.,GAY4HEU5,Aasi et al.,2014,The Ninja-2 Project Detecting And Characterizing 
.,YCJEYSZL,Aasi et al.,2014,Gravitational Waves From Known Pulsars Results Fr
.,YT9D8IBG,Aasi et al.,2014,First All-Sky Search For Continuous Gravitational 
.,ZDB86DHY,Aasi et al.,2014,Search For Gravitational Waves Associated With Γ -
.,V8BWWE5S,Aasi et al.,2014,Improved Upper Limits On The Stochastic Gravitatio
.,9ZQKLAIF,Aasi et al.,2014,Implementation Of An $Mathcal{F}$-Statistic All-S
.,ZVJWYQTS,Abdurakhmanov et al.,2014,Close-Coupling Approach To Antiproton-Impact Break
.,IKSM48LZ,Abram et al.,2014,Evolution Of The Southern Annular Mode During The 
.,Q9H9Y9XX,Addicoat et al.,2014,Assessment Of The Density Functional Tight Binding
.,UP7XKA34,Agarwal et al.,2014,On The Wavenumber Spectra For Sound Within Subsoni
.,3HUYBQD8,Agostino et al.,2014,Development And Application Of Site Mapping Method
.,QYJX8UZD,Ahmadi et al.,2014,Site-Dependent Charge Transfer At The Pt(111)-Znpc
.,MQL4U4E8,Ajami et al.,2014,Technical Note Reducing The Spin-Up Time Of Integ
.,4GBEDVR7,Ajami et al.,2014,Assessing The Impact Of Model Spin-Up On Surface W
.,SEIYVIBR,Allo et al.,2014,Argonaute-1 Binds Transcriptional Enhancers And Co
.,LD86FKI8,Andrews et al.,2014,Big Fish In Small Ponds Massive Stars In The Low-
.,AEXC5VM9,Apperley et al.,2014,The Benefit And Impact Of On-Line Tools For Micros
.,TCT35N7U,Assareh et al.,2014,Renin-Angiotensin System Genetic Polymorphisms And
.,H4V2UZ3G,Assemat et al.,2014,Three-Dimensional Numerical Simulation Of Blood Fl
.,EULXAQX9,Assemat et al.,2014,Haemodynamical Stress In Mouse Aortic Arch With At
.,L4RG9Z6C,Assis et al.,2014,Integrability Versus Non-Integrability Hard Hexag
.,F8AWYI7D,Austin et al.,2014,Effective Helium Burning Rates And The Production 
.,3MGBPD29,Badia et al.,2014,Error Analysis Of Discontinuous Galerkin Methods F
.,EUWJR75F,Badia et al.,2014,Block Recursive Lu Preconditioners For The Thermal
.,5PVPUUYE,Bailey et al.,2014,Different Representations Of Continuum In The Posi
.,6CCR2XQF,Bao et al.,2014,Atomic-Scale Observation Of Parallel Development O
.,Z2U3VR76,Barner-Kowollik et al.,2014,Critically Evaluated Rate Coefficients In Radical 
.,W2AHD3XF,Barnett-Moore et al.,2014,Cenozoic Uplift Of South Western Australia As Cons
.,6RRCQWPH,Barz et al.,2014,A Two-Qubit Photonic Quantum Processor And Its App
.,9FNCZWTK,Bell et al.,2014,A Survey For Transients And Variables With The Mur
.,AT4E85B4,Bennett and Melatos,2014,Stochastic Microhertz Gravitational Radiation From
.,FM6NU9E2,Bertram et al.,2014,Principal Component Analysis Of Molecular Clouds 
.,ZDYFNY9J,Bhat et al.,2014,The Low-Frequency Characteristics Of Psr J0437–471
.,PJ39JHD4,Bostock et al.,2014,Relativistic Convergent Close-Coupling Calculation
.,HLXFEZ9Q,Bostock et al.,2014,Nonperturbative Electron-Ion Scattering Theory Inc
.,RB54E546,Bostock et al.,2014,Spin Asymmetries For Electron-Thallium Scattering 
.,ZVKM978V,Branchesi et al.,2014,C7 Multi-Messenger Astronomy Of Gw Sources
.,9S7FSKT9,Bray et al.,2014,Positron Scattering On Atoms And Molecules
.,27BQQ8H4,Breider et al.,2014,Annual Distributions And Sources Of Arctic Aerosol
.,W2QHPJ9U,Brunt and Federrath,2014,An Observational Method To Measure The Relative Fr
.,EN6G3PZ3,Bunce et al.,2014,"Apoe Genotype And Cognitive Change In Young, Middl"
.,F799FWFK,Bunney et al.,2014,Effect Of Lanthanum On The Crystal Growth Of Bariu
.,CJBFCGC8,Burnett and Melatos,2014,Stokes Tomography Of A Radio Pulsar With An Offset
.,63M3NCRH,Cai et al.,2014,A Complex Recombination Pattern In The Genome Of A
.,USNNC53R,Cai et al.,2014,Increasing Frequency Of Extreme El Niño Events Due
.,3EKBG683,Callsen et al.,2014,Phonon Pressure Coefficients And Deformation Poten
.,GBDEYBK8,Canziani et al.,2014,World Climate Research Programme Special Workshop 
.,LHVN825B,Capitanio,2014,The Dynamics Of Extrusion Tectonics Insights From
.,BK9HP5I6,Carter and Rohl,2014,Van Der Waals Corrected Density Functional Calcula
.,U59CYIMQ,Cazorla and Errandonea,2014,Superionicity And Polymorphism In Calcium Fluoride
.,KJZBJJ8I,Ch'ng et al.,2014,Reply To Margin Assessment In Oral Squamous Cell C
.,E9WFNBEF,Chalhoub et al.,2014,Early Allopolyploid Evolution In The Post-Neolithi
.,J5W468WM,Chen et al.,2014,Pair Instability Supernovae Of Very Massive Popula
.,5CWWTRE9,Chen et al.,2014,The Ryanodine Receptor Store-Sensing Gate Controls
.,EVPNXZEA,Chen et al.,2014,Two-Dimensional Simulations Of Pulsational Pair-In
.,K5LGRBRW,Chen et al.,2014,Elemental Diffusion During The Droplet Epitaxy Gro
.,AIXHLZYY,Chen et al.,2014,The General Relativistic Instability Supernova Of 
.,R75JV8WX,Chen et al.,2014,Modelling Ion-Pair Geometries And Dynamics In A 1-
.,ULJ3EUY7,Cheng and Cord-Ruwisch,2014,Upscaling Effects Of Soil Improvement By Microbial
.,BUCUFGQU,Cheng et al.,2014,Bio-Cementation Of Sandy Soil Using Microbially In
.,2IK67YC9,Cheng et al.,2014,Hexacyanoferrate-Adapted Biofilm Enables The Devel
.,RN4TLJP2,Cheng et al.,2014,Interface Strain-Induced Multiferroicity In A Smfe
.,USKIIKJD,Chin et al.,2014,Analysis Of Image Formation In Optical Coherence E
.,RJUY2LSS,Chin et al.,2014,Reynolds-Number-Dependent Turbulent Inertia And On
.,Q3BPDG79,Ciais et al.,2014,Current Systematic Carbon-Cycle Observations And T
.,4IN5APQE,Clegg et al.,2014,The Home-Based Older People's Exercise (Hope) Tria
.,VC3JYFFF,Cloonan et al.,2014,3d-Printed Tissue-Mimicking Phantoms For Medical I
.,AFIU63WC,Constable et al.,2014,Complementary Terahertz Absorption And Inelastic N
.,7HGE9EY6,Constantino et al.,2014,On The Necessity Of Composition-Dependent Low-Temp
.,IL73RDSS,da Silva et al.,2014,Slug – Stochastically Lighting Up Galaxies – Ii. Q
.,GE5AR6W4,Das et al.,2014,Attention Deficithyperactivity Disorder Symptoms 
.,K25DQL5S,Davie et al.,2014,Applicability Of Optimal Protocols And The Jarzyns
.,M9ZDIIB5,De La Pierre et al.,2014,Probing The Multiple Structures Of Vaterite Throug
.,AC4QEJSG,de Silva et al.,2014,Neutral And Charged Boron-Doped Fullerenes For Co 
.,NNAIC8CG,de Vicente et al.,2014,Three-Dimensional Instabilities Over A Rectangular
.,32SCC5SK,Dehghan and Johnston-Hollitt,2014,"Clusters, Groups, And Filaments In The Chandra Dee"
.,FWIW8H8D,Dehghan et al.,2014,Bent-Tailed Radio Sources In The Australia Telesco
.,2SVC7CUI,Demichelis et al.,2014,Structure Of Hydrated Calcium Carbonates A First-
.,GASPQINJ,Deshmukh et al.,2014,Attosecond Time Delay In The Photoionization Of En
.,QCY225NG,Didana et al.,2014,Magnetotelluric Imaging Of Upper Crustal Partial M
.,K54AV4R3,Dobson et al.,2014,How Many-Body Effects Modify The Van Der Waals Int
.,JXUMNWTH,Doherty et al.,2014,Super And Massive Agb Stars – Iii. Nucleosynthesis
.,8EANN2LS,Doubkova et al.,2014,"How Do Spatial Scale, Noise, And Reference Data Af"
.,YQ2MSW9G,Du et al.,2014,Tuning The Band Gap In Silicene By Oxidation
.,QSYTI4YQ,Dufois et al.,2014,Impact Of Eddies On Surface Chlorophyll In The Sou
.,KG59ENZ4,Easterbrook,2014,Open Code For Open Science
.,CVYNZ5D3,Elahi et al.,2014,Warm Dark Haloes Accretion Histories And Their Gra
.,KJH92EGP,Eramudugolla et al.,2014,Long-Term Cognitive Correlates Of Traumatic Brain 
.,KZD62IJJ,Evans et al.,2014,Design Of A Regional Climate Modelling Projection 
.,9JMDUQE9,Faccenna et al.,2014,Mantle Dynamics In The Mediterranean Mediterranea
.,MB3MI7H4,Fair et al.,2014,Determination Of The Elastic Properties Of Graphen
.,WEVHFAT5,Farmahini et al.,2014,Influence Of Structural Heterogeneity On Diffusion
.,KG9PMMLU,Farrington et al.,2014,The Role Of Viscoelasticity In Subducting Plates
.,65L5VPL3,Federrath et al.,2014,The Turbulent Dynamo In Highly Compressible Supers
.,KMHGVPBG,Federrath et al.,2014,Modeling Jet And Outflow Feedback During Star Clus
.,TNYBRV9P,Feng and Krumholz,2014,Early Turbulent Mixing As The Origin Of Chemical H
.,5A46TWEW,Fink et al.,2014,Three-Dimensional Pure Deflagration Models With Nu
.,8LAHQVKH,Flament,2014,Linking Plate Tectonics And Mantle Flow To Earth’s
.,N9Q244ZN,Flament et al.,2014,Topographic Asymmetry Of The South Atlantic From G
.,LA7VNX73,Flores-Johnson et al.,2014,Numerical Investigation Of The Impact Behaviour Of
.,BAMQF8IT,Flores-Johnson et al.,2014,Numerical Simulations Of Quasi-Static Indentation 
.,E9HEVF5R,Flores-Johnson et al.,2014,The Effect Of Interface Adhesion On Buckling And C
.,KJ2K3BDC,Foley et al.,2014,Extensive Hst Ultraviolet Spectra And Multiwavelen
.,JID2FLBM,Forbes et al.,2014,On The Origin Of The Fundamental Metallicity Relat
.,UJU2NRQK,Forbes et al.,2014,"Balance Among Gravitational Instability, Star Form"
.,GILK3WME,Fox et al.,2014,The Importance Of Detecting And Managing Comorbidi
.,K47SVKNM,Garel et al.,2014,Interaction Of Subducted Slabs With The Mantle Tra
.,JCCSYLX8,Garlapati et al.,2014,More Accurate Neuronavigation Data Provided By Bio
.,LDI8KX4T,Gayen and Sarkar,2014,Psi To Turbulence During Internal Wave Beam Refrac
.,Y7IZFSNJ,Gebauer et al.,2014,Pre-Nucleation Clusters As Solute Precursors In Cr
.,SJTDI863,Goerigk et al.,2014,Recommending Hartree–Fock Theory With London-Dispe
.,LE8F97W9,Golledge et al.,2014,Antarctic Contribution To Meltwater Pulse 1a From 
.,6NJMP5ZK,Gómez et al.,2014,On The Origin Of Frequency Sparsity In Direct Nume
.,5CFKCTCS,Gould and Toulouse,2014,Kohn-Sham Potentials In Exact Density-Functional T
.,JJZS3X8D,Graham and Cairns,2014,Dynamical Evidence For Nonlinear Langmuir Wave Pro
.,XYN5NB25,Graham et al.,2014,Harmonic Waves And Sheath Rectification In Type Ii
.,3ZCCNAIC,Guénot et al.,2014,Measurements Of Relative Photoemission Time Delays
.,NNRD6RJK,Guo et al.,2014,Soft-In Soft-Out Detection Using Partial Gaussian 
.,IGPENT5P,Guttmann et al.,2014,Pulling Adsorbed Self-Avoiding Walks From A Surfac
.,FPM6TF4K,Hall et al.,2014,Finite-Volume And Partial Quenching Effects In The
.,46W3J4DB,Han et al.,2014,A New Crystal Layer-Structured Rhombohedral In S
.,ILFAMWLW,Han et al.,2014,Radiation Dose Enhancement At Tissue-Tungsten Inte
.,3L9BKDX3,Hans B. Muhlhaus et al.,2014,Modelling Of Non-Coaxial Viscoplastic Deformation 
.,JKKL8WM6,Hanson and Cally,2014,An Analytical Approach To Scattering Between Two T
.,BQPQRPUI,Hanson and Cally,2014,The Scattering Of F
.,ZMIM36S9,Harrisson et al.,2014,Using Genomics To Characterize Evolutionary Potent
.,XQSPL26T,Harrisson et al.,2014,Does Reduced Mobility Through Fragmented Landscape
.,HP8T5PQP,Heaven et al.,2014,Pilot Trial Of Stop Delirium! (Pitstop)
.,GJJPCTBW,Heberling et al.,2014,A Thermodynamic Adsorptionentrapment Model For Se
.,SDKWZUVZ,Heinzelmann and Kuyucak,2014,Molecular Dynamics Simulations Of The Mammalian Gl
.,FYKI2TNY,Heinzelmann and Kuyucak,2014,Molecular Dynamics Simulations Elucidate The Mecha
.,QHIDGIWB,Hemberger et al.,2014,Isomer-Specific Product Detection Of Gas-Phase Xyl
.,LZUV52EK,Herwegh et al.,2014,From Transient To Steady State Deformation And Gra
.,N7QNVYXI,Hilder et al.,2014,Multi-Ion Versus Single-Ion Conduction Mechanisms 
.,PUDUEZCX,Hindson et al.,2014,The First Murchison Widefield Array Low-Frequency 
.,W9H8BTRI,Hirsch et al.,2014,Impact Of Land Surface Initialization Approach On 
.,LQNXTYYJ,Hirsch et al.,2014,The Role Of Land Cover Change In Modulating The So
.,GPFC9PFZ,Hirsch et al.,2014,Summertime Maximum And Minimum Temperature Couplin
.,RF33WUHV,Ho et al.,2014,Mod-Qmmm Structural Refinement Method Characteri
.,VCJNZ4U2,Holzer et al.,2014,The Southern Ocean Silicon Trap Data-Constrained 
.,2VBZ8HDU,Horn et al.,2014,Tracking Scheme Dependence Of Simulated Tropical C
.,MG73WRYV,Horsley et al.,2014,Unraveling The Interplay Of Backbone Rigidity And 
.,YWC9IKRB,Hotan et al.,2014,The Australian Square Kilometre Array Pathfinder 
.,LL2YDCQ5,Hou et al.,2014,Modeling The Gas-Solid Flow In The Reduction Shaft
.,SEKQGLV2,Hou et al.,2014,Assignment Of Aromaticity Of The Classic Heteroben
.,TLNJMR4B,Howson et al.,2014,"Identification Of Dendritic Cells, B Cell And T Ce"
.,NM6DF8US,Hsueh et al.,2014,Spin-Lattice Relaxation Times Of Single Donors And
.,LWIP6F3H,Huang et al.,2014,Exceptional Optoelectronic Properties Of Hydrogena
.,3M48LML5,Hughes and Mancera,2014,Molecular Mechanism Of The Synergistic Effects Of 
.,7X2T6CAQ,Hurley-Walker et al.,2014,The Murchison Widefield Array Commissioning Survey
.,U3JRS2TP,Ichiishi et al.,2014,Mechanistic Investigations Of Cu-Catalyzed Fluorin
.,HZ8QDB8K,Ismadi et al.,2014,Experimental Characterisation Of Fluid Mechanics I
.,C2RMIXYA,Ismadi et al.,2014,Flow Characterization Of A Spinner Flask For Induc
.,QB5HC2MG,Ivanov and Kheifets,2014,Relativistic Effects In Time Delay Of Atomic Photo
.,ZLZEUV5U,Ivanov and Kheifets,2014,Strong-Field Ionization Of He By Elliptically Pola
.,9S95LEKX,Ivanov et al.,2014,Displacement Effect In Strong-Field Atomic Ionizat
.,QMDP7UPC,Jaffe et al.,2014,Progress On Understanding Atmospheric Mercury Hamp
.,JHYNVZG2,Jamali et al.,2014,Applications Of Scanning Electrochemical Microscop
.,TWUSBIB7,Jia et al.,2014,Biocompatible Ionic Liquid–Biopolymer Electrolyte-
.,6U4PYKHM,Jiao et al.,2014,Origin Of The Electrocatalytic Oxygen Reduction Ac
.,KKR7WKIS,Kaczmarski and Corry,2014,Investigating The Size And Dynamics Of Voltage-Gat
.,9C83QBP9,Kadyrov et al.,2014,Interference Between Direct Ionisation And Positro
.,XE8ZDQ58,Kainulainen et al.,2014,Unfolding The Laws Of Star Formation The Density 
.,X2CVX7FU,Kala et al.,2014,Implementation Of A Soil Albedo Scheme In The Cabl
.,XTD54FHS,Kala et al.,2014,Corrigendum To &Quot;Implementation Of A Soil Albe
.,6DRHRLFX,Keller et al.,2014,"A Single Low-Energy, Iron-Poor Supernova As The So"
.,PNK9FDFT,Kerzendorf et al.,2014,Very Late Photometry Of Sn 2011fe
.,UKKEIWTI,Kheifets and Ivanov,2014,Transverse-Electron-Momentum Distribution In Pump-
.,QAZ7WDP7,Klekociuk et al.,2014,The Antarctic Ozone Hole During 2012
.,6JSS9R3Z,Knevitt et al.,2014,Heating And Ionization Of The Primordial Intergala
.,3KDXL9M2,Kolling et al.,2014,Magnetization Curves Of Sintered Heavy Tungsten Al
.,X2GBDHBX,Korja et al.,2014,Preface To The Special Issue On “The 21st Electrom
.,IKW8X6XC,Kostryzhev et al.,2014,Effect Of Niobium Clustering And Precipitation On 
.,S68SCIAP,Kou et al.,2014,Strain Engineering Of Selective Chemical Adsorptio
.,2LYVWU3H,Krumholz,2014,Despotic – A New Software Library To Derive The En
.,CQLZFAZ7,Krumholz,2014,The Big Problems In Star Formation The Star Forma
.,BBXWCVPL,Kuyucak and Norton,2014,Computational Approaches For Designing Potent And 
.,GDYL3PE5,Lagos et al.,2014,Which Galaxies Dominate The Neutral Gas Content Of
.,8PRDGTH7,Le Voci et al.,2014,A Systematic 2‐D Investigation Into The Mantle Wed
.,452EIU7N,Lei et al.,2014,Multiyear Sea Ice Thermal Regimes And Oceanic Heat
.,9NJKKDB2,Li et al.,2014,Platinum Dendritic Nanoparticles With Magnetic Beh
.,IDL9ABMI,Li et al.,2014,Graphene Nucleation On A Surface-Molten Copper Cat
.,DY38FXVW,Lillie et al.,2014,Characterisation Of Major Histocompatibility Compl
.,7GN9IE2X,Liu et al.,2014,Epoch Of Reionization Window. I. Mathematical Form
.,39GYHPY8,Liu et al.,2014,Combined Mechanical And Melting Damage Model For G
.,IJWH5DEP,Liu et al.,2014,"Black Silicon Fabrication Methods, Properties And"
.,ASIMCUXU,Liu et al.,2014,Epoch Of Reionization Window. Ii. Statistical Meth
.,7I3SC739,Liu et al.,2014,The Brassica Oleracea Genome Reveals The Asymmetri
.,7YLD6LQR,Lobzin et al.,2014,Automatic Recognition Of Type Iii Solar Radio Burs
.,UEA2HEVB,Lonsdale et al.,2014,Analysis Of Mean Cluster Size In Directed Compact 
.,NLT6QB9Z,Lopez et al.,2014,The Role Of Stellar Feedback In The Dynamics Of H 
